"Sample Plan (Id) / Plan d'échantillonage (Id)","Sampling Plan - Description / Plan d'échantillonage - Description","Date Sampled (YYYY/MM/DD) / Date d'échantillonage (AAAA/MM/JJ)","System ID / ID Système","Product Description / Description du Produit","Organic? / Biologique?","Country of Origin / Pays d'Origine","Function / Fonction","Analysis Type - Description / Type d'Analyse - Description","Method Number / No de Méthode","Value Text / Valeur textuelle","Unit / Unité","Analysis Assessment / Évaluation de l'Analyse"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-07-08","B2015MMAX03081","Mini","No / Non","CANADA","DOMESTIC / Nationale","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-07-08","B2015MMAX03082","Mini","No / Non","CANADA","DOMESTIC / Nationale","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-07-08","B2015MMAX03082","Mini","No / Non","CANADA","DOMESTIC / Nationale","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-07-08","B2015MMAX03082","Mini","No / Non","CANADA","DOMESTIC / Nationale","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-07-08","B2015MMAX03082","Mini","No / Non","CANADA","DOMESTIC / Nationale","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-07-08","B2015MMAX03083","Mini","No / Non","CANADA","DOMESTIC / Nationale","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-07-08","B2015MMAX03083","Mini","No / Non","CANADA","DOMESTIC / Nationale","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-07-08","B2015MMAX03083","Mini","No / Non","CANADA","DOMESTIC / Nationale","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-07-08","B2015MMAX03083","Mini","No / Non","CANADA","DOMESTIC / Nationale","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-07-08","B2015MMAX03084","Mini","No / Non","CANADA","DOMESTIC / Nationale","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-07-08","B2015MMAX03084","Mini","No / Non","CANADA","DOMESTIC / Nationale","Escherichia coli ","MFHPB-27","270","CFU/g // UFC/g","Investigative"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-07-08","B2015MMAX03084","Mini","No / Non","CANADA","DOMESTIC / Nationale","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-07-08","B2015MMAX03084","Mini","No / Non","CANADA","DOMESTIC / Nationale","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-07-09","B2015MMAX03085","English / Anglais","Yes / Oui","CANADA","DOMESTIC / Nationale","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-07-09","B2015MMAX03085","English / Anglais","Yes / Oui","CANADA","DOMESTIC / Nationale","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-07-09","B2015MMAX03085","English / Anglais","Yes / Oui","CANADA","DOMESTIC / Nationale","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-07-09","B2015MMAX03085","English / Anglais","Yes / Oui","CANADA","DOMESTIC / Nationale","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-07-09","B2015MMAX03086","English / Anglais","Yes / Oui","CANADA","DOMESTIC / Nationale","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-07-09","B2015MMAX03086","English / Anglais","Yes / Oui","CANADA","DOMESTIC / Nationale","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-07-09","B2015MMAX03086","English / Anglais","Yes / Oui","CANADA","DOMESTIC / Nationale","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-07-09","B2015MMAX03086","English / Anglais","Yes / Oui","CANADA","DOMESTIC / Nationale","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-07-09","B2015MMAX03087","English / Anglais","Yes / Oui","CANADA","DOMESTIC / Nationale","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-07-09","B2015MMAX03087","English / Anglais","Yes / Oui","CANADA","DOMESTIC / Nationale","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-07-09","B2015MMAX03087","English / Anglais","Yes / Oui","CANADA","DOMESTIC / Nationale","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-07-09","B2015MMAX03087","English / Anglais","Yes / Oui","CANADA","DOMESTIC / Nationale","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-07-09","B2015MMAX03088","Mini","No / Non","CANADA","DOMESTIC / Nationale","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-07-09","B2015MMAX03088","Mini","No / Non","CANADA","DOMESTIC / Nationale","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-07-09","B2015MMAX03088","Mini","No / Non","CANADA","DOMESTIC / Nationale","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-07-09","B2015MMAX03088","Mini","No / Non","CANADA","DOMESTIC / Nationale","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-07-09","B2015MMAX03089","English / Anglais","No / Non","CANADA","DOMESTIC / Nationale","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-07-09","B2015MMAX03089","English / Anglais","No / Non","CANADA","DOMESTIC / Nationale","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-07-09","B2015MMAX03089","English / Anglais","No / Non","CANADA","DOMESTIC / Nationale","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-07-09","B2015MMAX03089","English / Anglais","No / Non","CANADA","DOMESTIC / Nationale","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-07-09","B2015MMAX03090","Mini","No / Non","CANADA","DOMESTIC / Nationale","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-07-09","B2015MMAX03090","Mini","No / Non","CANADA","DOMESTIC / Nationale","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-07-09","B2015MMAX03090","Mini","No / Non","CANADA","DOMESTIC / Nationale","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-07-09","B2015MMAX03090","Mini","No / Non","CANADA","DOMESTIC / Nationale","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-07-14","B2015MMAX03091","Mini","No / Non","CANADA","DOMESTIC / Nationale","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-07-14","B2015MMAX03091","Mini","No / Non","CANADA","DOMESTIC / Nationale","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-07-14","B2015MMAX03091","Mini","No / Non","CANADA","DOMESTIC / Nationale","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-07-14","B2015MMAX03091","Mini","No / Non","CANADA","DOMESTIC / Nationale","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-07","B2015MMAX04316","Mini","Yes / Oui","MEXICO / Mexique","IMPORT / Importation","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-07","B2015MMAX04316","Mini","Yes / Oui","MEXICO / Mexique","IMPORT / Importation","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-07","B2015MMAX04316","Mini","Yes / Oui","MEXICO / Mexique","IMPORT / Importation","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-07","B2015MMAX04316","Mini","Yes / Oui","MEXICO / Mexique","IMPORT / Importation","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-07","B2015MMAX04317","English / Anglais","Yes / Oui","MEXICO / Mexique","IMPORT / Importation","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-07","B2015MMAX04317","English / Anglais","Yes / Oui","MEXICO / Mexique","IMPORT / Importation","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-07","B2015MMAX04317","English / Anglais","Yes / Oui","MEXICO / Mexique","IMPORT / Importation","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-07","B2015MMAX04317","English / Anglais","Yes / Oui","MEXICO / Mexique","IMPORT / Importation","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-14","B2015MMAX04318","Mini","Yes / Oui","MEXICO / Mexique","IMPORT / Importation","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-14","B2015MMAX04318","Mini","Yes / Oui","MEXICO / Mexique","IMPORT / Importation","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-14","B2015MMAX04318","Mini","Yes / Oui","MEXICO / Mexique","IMPORT / Importation","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-14","B2015MMAX04318","Mini","Yes / Oui","MEXICO / Mexique","IMPORT / Importation","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-15","B2015MMAX04319","Unspecified / Non spécifié","No / Non","UNITED STATES / ÉTATS-UNIS","IMPORT / Importation","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-15","B2015MMAX04319","Unspecified / Non spécifié","No / Non","UNITED STATES / ÉTATS-UNIS","IMPORT / Importation","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-15","B2015MMAX04319","Unspecified / Non spécifié","No / Non","UNITED STATES / ÉTATS-UNIS","IMPORT / Importation","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-15","B2015MMAX04319","Unspecified / Non spécifié","No / Non","UNITED STATES / ÉTATS-UNIS","IMPORT / Importation","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-16","B2015MMAX04320","English / Anglais","Yes / Oui","SPAIN / Espagne","IMPORT / Importation","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-16","B2015MMAX04320","English / Anglais","Yes / Oui","SPAIN / Espagne","IMPORT / Importation","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-16","B2015MMAX04320","English / Anglais","Yes / Oui","SPAIN / Espagne","IMPORT / Importation","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-16","B2015MMAX04320","English / Anglais","Yes / Oui","SPAIN / Espagne","IMPORT / Importation","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-20","B2015MMAX04321","Unspecified / Non spécifié","No / Non","UNITED STATES / ÉTATS-UNIS","IMPORT / Importation","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-20","B2015MMAX04321","Unspecified / Non spécifié","No / Non","UNITED STATES / ÉTATS-UNIS","IMPORT / Importation","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-20","B2015MMAX04321","Unspecified / Non spécifié","No / Non","UNITED STATES / ÉTATS-UNIS","IMPORT / Importation","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-20","B2015MMAX04321","Unspecified / Non spécifié","No / Non","UNITED STATES / ÉTATS-UNIS","IMPORT / Importation","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-20","B2015MMAX04322","English / Anglais","No / Non","MEXICO / Mexique","IMPORT / Importation","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-20","B2015MMAX04322","English / Anglais","No / Non","MEXICO / Mexique","IMPORT / Importation","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-20","B2015MMAX04322","English / Anglais","No / Non","MEXICO / Mexique","IMPORT / Importation","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-20","B2015MMAX04322","English / Anglais","No / Non","MEXICO / Mexique","IMPORT / Importation","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-21","B2015MMAX04323","English / Anglais","No / Non","SPAIN / Espagne","IMPORT / Importation","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-21","B2015MMAX04323","English / Anglais","No / Non","SPAIN / Espagne","IMPORT / Importation","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-21","B2015MMAX04323","English / Anglais","No / Non","SPAIN / Espagne","IMPORT / Importation","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-21","B2015MMAX04323","English / Anglais","No / Non","SPAIN / Espagne","IMPORT / Importation","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-21","B2015MMAX04324","English / Anglais","No / Non","MEXICO / Mexique","IMPORT / Importation","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-21","B2015MMAX04324","English / Anglais","No / Non","MEXICO / Mexique","IMPORT / Importation","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-21","B2015MMAX04324","English / Anglais","No / Non","MEXICO / Mexique","IMPORT / Importation","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-21","B2015MMAX04324","English / Anglais","No / Non","MEXICO / Mexique","IMPORT / Importation","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-22","B2015MMAX04325","Unspecified / Non spécifié","Yes / Oui","MEXICO / Mexique","IMPORT / Importation","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-22","B2015MMAX04325","Unspecified / Non spécifié","Yes / Oui","MEXICO / Mexique","IMPORT / Importation","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-22","B2015MMAX04325","Unspecified / Non spécifié","Yes / Oui","MEXICO / Mexique","IMPORT / Importation","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-22","B2015MMAX04325","Unspecified / Non spécifié","Yes / Oui","MEXICO / Mexique","IMPORT / Importation","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-23","B2015MMAX04326","English / Anglais","Yes / Oui","MEXICO / Mexique","IMPORT / Importation","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-23","B2015MMAX04326","English / Anglais","Yes / Oui","MEXICO / Mexique","IMPORT / Importation","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-23","B2015MMAX04326","English / Anglais","Yes / Oui","MEXICO / Mexique","IMPORT / Importation","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3005","Imported Cucumbers / Concombres Importés","2015-10-23","B2015MMAX04326","English / Anglais","Yes / Oui","MEXICO / Mexique","IMPORT / Importation","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-08-12","B2015MMAX04388","English / Anglais","No / Non","CANADA","DOMESTIC / Nationale","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-08-12","B2015MMAX04388","English / Anglais","No / Non","CANADA","DOMESTIC / Nationale","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-08-12","B2015MMAX04388","English / Anglais","No / Non","CANADA","DOMESTIC / Nationale","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-08-12","B2015MMAX04388","English / Anglais","No / Non","CANADA","DOMESTIC / Nationale","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-08-12","B2015MMAX04389","English / Anglais","No / Non","CANADA","DOMESTIC / Nationale","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-08-12","B2015MMAX04389","English / Anglais","No / Non","CANADA","DOMESTIC / Nationale","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-08-12","B2015MMAX04389","English / Anglais","No / Non","CANADA","DOMESTIC / Nationale","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-08-12","B2015MMAX04389","English / Anglais","No / Non","CANADA","DOMESTIC / Nationale","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-08-12","B2015MMAX04390","English / Anglais","No / Non","CANADA","DOMESTIC / Nationale","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-08-12","B2015MMAX04390","English / Anglais","No / Non","CANADA","DOMESTIC / Nationale","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-08-12","B2015MMAX04390","English / Anglais","No / Non","CANADA","DOMESTIC / Nationale","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-08-12","B2015MMAX04390","English / Anglais","No / Non","CANADA","DOMESTIC / Nationale","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-08-12","B2015MMAX04391","English / Anglais","No / Non","CANADA","DOMESTIC / Nationale","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-08-12","B2015MMAX04391","English / Anglais","No / Non","CANADA","DOMESTIC / Nationale","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-08-12","B2015MMAX04391","English / Anglais","No / Non","CANADA","DOMESTIC / Nationale","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2015_SB3006","Domestic Cucumbers / Concombres Nationales","2015-08-12","B2015MMAX04391","English / Anglais","No / Non","CANADA","DOMESTIC / Nationale","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
